Player,Year,PTS,AST,TRB,STL,BLK,FG,FGA,MP,G,3P,3PA,2P,2PA
Bob Santini,1956,11,1,3.0,,,5,10,23.0,4,,,5,10
Bob Schafer,1956,224,53,71.0,,,81,270,578.0,54,,,81,270
Kenny Sears,1956,896,114,616.0,,,319,728,2069.0,70,,,319,728
Jack Stephens,1956,743,207,377.0,,,248,643,2219.0,72,,,248,643
Maurice Stokes*,1956,1125,328,1094.0,,,403,1137,2323.0,67,,,403,1137
Jack Twyman*,1956,1038,171,466.0,,,417,987,2186.0,72,,,417,987
Bob Williams,1956,66,7,54.0,,,21,46,173.0,20,,,21,46
Forest Able,1957,0,1,1.0,,,0,2,1.0,1,,,0,2
Bob Armstrong,1957,28,3,39.0,,,11,37,110.0,19,,,11,37
John Barber,1957,7,0,6.0,,,2,8,19.0,5,,,2,8
Gary Bergen,1957,8,1,8.0,,,3,11,40.0,6,,,3,11
Al Bianchi,1957,563,106,227.0,,,199,567,1577.0,68,,,199,567
Bob Burrow,1957,404,41,293.0,,,137,366,1028.0,67,,,137,366
Si Green,1957,149,47,67.0,,,50,143,423.0,13,,,50,143
Richie Guerin*,1957,695,182,334.0,,,257,699,1793.0,72,,,257,699
Cliff Hagan*,1957,368,86,247.0,,,134,371,971.0,67,,,134,371
Tom Heinsohn*,1957,1163,117,705.0,,,446,1123,2150.0,72,,,446,1123
Joe Holup,1957,524,84,279.0,,,160,487,1284.0,71,,,160,487
Bob Hopkins,1957,354,22,233.0,,,130,343,764.0,62,,,130,343
Phil Jordon,1957,44,2,34.0,,,18,49,91.0,9,,,18,49
Hal Lear,1957,4,1,1.0,,,2,6,14.0,3,,,2,6
Slick Leonard*,1957,792,169,220.0,,,303,867,1943.0,72,,,303,867
Johnny McCarthy,1957,476,107,201.0,,,173,460,1560.0,72,,,173,460
Willie Naulls,1957,718,84,617.0,,,293,820,1778.0,71,,,293,820
Jim Paxson,1957,446,86,266.0,,,138,485,1274.0,71,,,138,485
Dave Piontek,1957,636,108,351.0,,,257,637,1759.0,71,,,257,637
Jim Ray,1957,7,3,5.0,,,2,11,43.0,4,,,2,11
Bill Russell*,1957,706,88,943.0,,,277,649,1695.0,48,,,277,649
Ron Shavlik,1957,10,0,22.0,,,4,22,72.0,7,,,4,22
Ron Sobie,1957,484,129,326.0,,,166,442,1378.0,71,,,166,442
Norm Stewart,1957,10,2,5.0,,,4,15,37.0,5,,,4,15
Bill Thieben,1957,237,17,207.0,,,90,256,633.0,58,,,90,256
Lou Tsioropoulos,1957,227,33,207.0,,,79,256,670.0,52,,,79,256
Doug Bolstorff,1958,4,0,0.0,,,2,5,21.0,3,,,2,5
George Brown,1958,1,0,1.0,,,0,2,6.0,1,,,0,2
Dick Duckett,1958,132,47,56.0,,,54,158,424.0,34,,,54,158
Pat Dunn,1958,70,28,31.0,,,28,90,206.0,28,,,28,90
Bill Ebben,1958,15,4,8.0,,,6,28,50.0,8,,,6,28
Bo Erias,1958,148,26,83.0,,,59,170,401.0,18,,,59,170
Larry Friend,1958,175,47,106.0,,,74,226,569.0,44,,,74,226
Hot Rod,1958,452,121,186.0,,,174,548,1154.0,65,,,174,548
McCoy Ingram,1958,67,20,116.0,,,27,103,267.0,24,,,27,103
Sam Jones*,1958,260,37,160.0,,,100,233,594.0,56,,,100,233
Jim Krebs,1958,533,27,502.0,,,199,527,1259.0,68,,,199,527
Brendan McCann,1958,69,54,45.0,,,22,100,295.0,36,,,22,100
Worthy Patterson,1958,7,2,2.0,,,3,8,13.0,4,,,3,8
Jerry Paulson,1958,20,4,10.0,,,8,23,68.0,6,,,8,23
Ray Radziszewski,1958,0,1,2.0,,,0,3,6.0,1,,,0,3
Lennie Rosenbluth,1958,235,23,91.0,,,91,265,373.0,53,,,91,265
Woody Sauldsberry,1958,912,58,729.0,,,389,1082,2377.0,71,,,389,1082
Guy Sparrow,1958,801,69,461.0,,,318,838,1661.0,72,,,318,838
Charlie Tyra,1958,500,34,480.0,,,175,490,1182.0,68,,,175,490
Jim Walsh,1958,20,8,15.0,,,5,27,72.0,10,,,5,27
Win Wilfong,1958,555,163,290.0,,,196,543,1360.0,71,,,196,543
Elgin Baylor*,1959,1742,287,1050.0,,,605,1482,2855.0,70,,,605,1482
Jerry Bird,1959,25,4,12.0,,,12,32,45.0,11,,,12,32
Bucky Bockhorn,1959,726,206,460.0,,,294,771,2251.0,71,,,294,771
Pete Brennan,1959,40,6,31.0,,,13,43,136.0,16,,,13,43
Barney Cable,1959,109,12,88.0,,,43,126,271.0,31,,,43,126
Archie Dees,1959,559,56,339.0,,,200,562,1252.0,68,,,200,562
Connie Dierking,1959,293,34,233.0,,,105,290,726.0,64,,,105,290
Boo Ellis,1959,428,59,380.0,,,163,379,1202.0,72,,,163,379
Wayne Embry*,1959,750,96,597.0,,,272,702,1590.0,66,,,272,702
Mike Farmer,1959,435,66,315.0,,,176,498,1545.0,72,,,176,498
Dave Gambee,1959,2,0,2.0,,,1,1,7.0,2,,,1,1
Hal Greer*,1959,753,101,196.0,,,308,679,1625.0,68,,,308,679
Steve Hamilton,1959,292,36,220.0,,,109,294,847.0,67,,,109,294
Vern Hatton,1959,375,70,178.0,,,149,418,1109.0,64,,,149,418
Andy Johnson,1959,463,90,212.0,,,174,466,1158.0,67,,,174,466
K.C. Jones*,1959,171,70,127.0,,,65,192,609.0,49,,,65,192
Tommy Kearns,1959,2,0,0.0,,,1,1,7.0,1,,,1,1
Shellie McMillon,1959,309,26,285.0,,,127,289,700.0,48,,,127,289
Jim Palmer,1959,690,65,472.0,,,256,633,1624.0,67,,,256,633
Jack Parr,1959,262,51,278.0,,,109,307,1037.0,66,,,109,307
Hub Reed,1959,325,32,317.0,,,136,317,950.0,65,,,136,317
Guy Rodgers*,1959,483,261,281.0,,,211,535,1565.0,45,,,211,535
Phil Rollins,1959,229,102,118.0,,,83,231,691.0,44,,,83,231
Larry Staverman,1959,247,54,218.0,,,101,215,681.0,57,,,101,215
Bennie Swain,1959,265,29,262.0,,,99,244,708.0,58,,,99,244
Gary Alcorn,1960,230,22,279.0,,,91,312,670.0,58,,,91,312
Bob Anderegg,1960,133,29,69.0,,,55,143,373.0,33,,,55,143
Dick Barnett,1960,706,160,155.0,,,289,701,1235.0,57,,,289,701
Whitey Bell,1960,168,55,87.0,,,70,185,449.0,31,,,70,185
Wilt Chamberlain*,1960,2707,168,1941.0,,,1065,2311,3338.0,72,,,1065,2311
Bob Ferry,1960,364,40,233.0,,,144,338,875.0,62,,,144,338
Johnny Green,1960,481,52,539.0,,,209,468,1232.0,69,,,209,468
Gene Guarilia,1960,145,18,85.0,,,58,154,423.0,48,,,58,154
Tom Hawkins,1960,546,54,428.0,,,220,579,1467.0,69,,,220,579
Bailey Howell*,1960,1332,63,790.0,,,510,1119,2346.0,75,,,510,1119
Maury King,1960,10,2,4.0,,,5,8,19.0,1,,,5,8
Rudy LaRusso,1960,975,83,679.0,,,355,913,2092.0,71,,,355,913
Nick Mantis,1960,21,9,6.0,,,10,39,71.0,10,,,10,39
Cal Ramsey,1960,97,9,66.0,,,39,96,195.0,11,,,39,96
John Richter,1960,285,27,312.0,,,113,332,808.0,66,,,113,332
Joe Ruklick,1960,196,24,137.0,,,85,214,384.0,39,,,85,214
Bobby Smith,1960,37,14,33.0,,,13,54,130.0,10,,,13,54
Wayne Stevens,1960,13,4,16.0,,,3,19,49.0,8,,,3,19
Tony Windis,1960,36,32,47.0,,,16,60,193.0,9,,,16,60
Al Attles,1961,541,174,214.0,,,222,543,1544.0,77,,,222,543
Bob Boozer,1961,666,109,488.0,,,250,603,1573.0,79,,,250,603
Dave Budd,1961,399,45,297.0,,,156,361,1075.0,61,,,156,361
Ralph Davis,1961,396,177,86.0,,,181,451,1210.0,73,,,181,451
Swede Halbrook,1961,386,31,550.0,,,155,463,1131.0,79,,,155,463
Darrall Imhoff,1961,293,51,296.0,,,122,310,994.0,62,,,122,310
Ron Johnson,1961,37,2,29.0,,,13,43,103.0,14,,,13,43
Howie Jolliff,1961,103,16,141.0,,,46,141,352.0,46,,,46,141
Willie Jones,1961,196,63,94.0,,,78,216,452.0,35,,,78,216
Pickles Kennedy,1961,12,9,8.0,,,4,21,52.0,7,,,4,21
Fred LaCour,1961,309,84,178.0,,,123,295,722.0,55,,,123,295
George Lee,1961,896,89,490.0,,,310,776,1735.0,74,,,310,776
Bob McNeill,1961,437,238,123.0,,,166,427,1387.0,75,,,166,427
Jackie Moreland,1961,468,52,315.0,,,191,477,1003.0,64,,,191,477
Don Ohl,1961,1054,265,256.0,,,427,1085,2172.0,79,,,427,1085
Joe Roberts,1961,322,43,243.0,,,130,351,800.0,68,,,130,351
Oscar Robertson*,1961,2165,690,716.0,,,756,1600,3032.0,71,,,756,1600
Tom Sanders*,1961,363,44,385.0,,,148,352,1084.0,68,,,148,352
Jerry West*,1961,1389,333,611.0,,,529,1264,2797.0,79,,,529,1264
Lenny Wilkens*,1961,880,212,335.0,,,333,783,1898.0,75,,,333,783
Stacey Arceneaux,1962,50,4,32.0,,,22,56,110.0,7,,,22,56
Walt Bellamy*,1962,2495,210,1500.0,,,973,1875,3344.0,79,,,973,1875
George Blaney,1962,117,45,36.0,,,54,142,363.0,36,,,54,142
George Bon,1962,4,0,2.0,,,2,8,9.0,3,,,2,8
Joe Buckhalter,1962,373,43,262.0,,,153,334,728.0,63,,,153,334
Cleveland Buckner,1962,399,39,236.0,,,158,367,696.0,62,,,158,367
Ed Burton,1962,15,1,5.0,,,7,14,28.0,8,,,7,14
Donnie Butcher,1962,138,51,79.0,,,48,155,479.0,47,,,48,155
Al Butler,1962,827,205,337.0,,,349,754,2016.0,59,,,349,754
Howie Carl,1962,170,57,39.0,,,67,201,382.0,31,,,67,201
Jimmy Darrow,1962,12,6,7.0,,,3,15,34.0,5,,,3,15
Johnny Egan,1962,320,102,86.0,,,128,301,696.0,58,,,128,301
Rich Eichhorst,1962,2,3,1.0,,,1,2,10.0,1,,,1,2
Cleo Hill,1962,320,114,178.0,,,107,309,1050.0,58,,,107,309
Ron Horn,1962,3,1,6.0,,,1,12,25.0,3,,,1,12
Doug Kistler,1962,8,0,1.0,,,3,6,13.0,5,,,3,6
York Larese,1962,302,94,77.0,,,122,327,703.0,59,,,122,327
Ted Luckenbill,1962,135,27,110.0,,,43,120,396.0,67,,,43,120
Whitey Martin,1962,227,115,158.0,,,95,292,1018.0,66,,,95,292
Tom Meschery,1962,966,145,729.0,,,375,929,2509.0,80,,,375,929
Paul Neumann,1962,477,176,194.0,,,172,401,1265.0,77,,,172,401
Bevo Nordmann,1962,131,18,128.0,,,51,126,344.0,58,,,51,126
Chuck Osborne,1962,5,1,9.0,,,1,8,21.0,4,,,1,8
Gary Phillips,1962,270,64,107.0,,,110,310,713.0,67,,,110,310
Frank Radovich,1962,87,4,51.0,,,37,93,175.0,37,,,37,93
Ray Scott,1962,995,132,865.0,,,370,956,2087.0,75,,,370,956
Lee Shaffer,1962,1267,99,511.0,,,514,1180,2083.0,75,,,514,1180
Bob Sims,1962,509,154,183.0,,,193,491,1345.0,65,,,193,491
Adrian Smith,1962,576,167,151.0,,,202,499,1462.0,80,,,202,499
Bill Smith,1962,23,7,16.0,,,8,33,83.0,9,,,8,33
Sam Stith,1962,141,60,51.0,,,59,162,440.0,32,,,59,162
Horace Walker,1962,438,69,466.0,,,149,439,1331.0,65,,,149,439
Bob Wiesenhahn,1962,119,23,112.0,,,51,161,326.0,60,,,51,161
Wayne Yates,1962,72,16,94.0,,,31,105,263.0,37,,,31,105
Dave Zeller,1962,90,58,27.0,,,36,102,278.0,61,,,36,102
John Barnhill,1963,901,322,359.0,,,360,838,2692.0,77,,,360,838
Zelmo Beaty*,1963,814,85,665.0,,,297,677,1918.0,80,,,297,677
Bill Bridges,1963,164,23,144.0,,,66,160,374.0,27,,,66,160
Len Chappell,1963,710,56,461.0,,,281,604,1241.0,80,,,281,604
Johnny Cox,1963,573,142,280.0,,,239,568,1685.0,73,,,239,568
Dave DeBusschere*,1963,1018,207,694.0,,,406,944,2352.0,80,,,406,944
Terry Dischinger,1963,1452,175,458.0,,,525,1026,2294.0,57,,,525,1026
Danny Doyle,1963,16,3,8.0,,,6,12,25.0,4,,,6,12
Bob Duffy,1963,154,83,39.0,,,66,174,435.0,42,,,66,174
Leroy Ellis,1963,577,46,518.0,,,222,530,1628.0,80,,,222,530
Dave Fedor,1963,6,1,6.0,,,3,10,27.0,7,,,3,10
Jack Foley,1963,53,5,16.0,,,20,51,83.0,11,,,20,51
Dave Gunther,1963,2,3,3.0,,,1,2,5.0,1,,,1,2
Charlie Hardnett,1963,827,74,602.0,,,301,683,1657.0,78,,,301,683
John Havlicek*,1963,1140,179,534.0,,,483,1085,2200.0,80,,,483,1085
Wayne Hightower,1963,489,51,354.0,,,192,548,1387.0,66,,,192,548
Paul Hogue,1963,383,42,430.0,,,152,419,1340.0,50,,,152,419
Kevin Loughery,1963,363,104,109.0,,,146,397,845.0,57,,,146,397
Bill McGill,1963,442,38,161.0,,,181,353,590.0,60,,,181,353
Porter Meriwether,1963,119,43,29.0,,,48,122,268.0,31,,,48,122
Howie Montgomery,1963,144,21,69.0,,,65,153,364.0,20,,,65,153
Don Nelson*,1963,419,72,279.0,,,129,293,1071.0,62,,,129,293
Mel Nowell,1963,232,84,67.0,,,92,237,589.0,39,,,92,237
Bud Olsen,1963,113,42,105.0,,,43,133,373.0,52,,,43,133
John Rudometkin,1963,289,30,149.0,,,108,307,572.0,56,,,108,307
Jeff Slade,1963,4,0,7.0,,,2,5,20.0,3,,,2,5
Tom Stith,1963,77,18,39.0,,,37,110,209.0,25,,,37,110
Dan Swartz,1963,175,21,88.0,,,57,150,335.0,39,,,57,150
Dan Tieman,1963,34,27,22.0,,,15,57,176.0,29,,,15,57
Gene Tormohlen,1963,12,5,15.0,,,5,10,47.0,7,,,5,10
Chico Vaughn,1963,778,252,258.0,,,295,708,1845.0,77,,,295,708
Chet Walker*,1963,957,83,561.0,,,352,751,1992.0,78,,,352,751
Ben Warley,1963,125,4,86.0,,,50,111,206.0,26,,,50,111
Ralph Wells,1963,2,7,6.0,,,1,7,48.0,3,,,1,7
Hubie White,1963,92,28,35.0,,,40,111,271.0,29,,,40,111
Gene Wiley,1963,241,40,504.0,,,109,236,1488.0,75,,,109,236
Jay Arnette,1964,184,71,54.0,,,71,196,501.0,48,,,71,196
Larry Comley,1964,25,12,19.0,,,8,37,89.0,12,,,8,37
Mel Gibson,1964,13,6,4.0,,,6,20,53.0,9,,,6,20
Jerry Greenspan,1964,98,11,72.0,,,32,90,280.0,20,,,32,90
Reggie Harding,1964,429,52,410.0,,,184,460,1158.0,39,,,184,460
Jerry Harkness,1964,29,6,6.0,,,13,30,59.0,5,,,13,30
Art Heyman,1964,1153,256,298.0,,,432,1003,2236.0,75,,,432,1003
Gary Hill,1964,343,103,114.0,,,146,384,1015.0,67,,,146,384
Tom Hoover,1964,285,36,331.0,,,102,247,988.0,59,,,102,247
Gus Johnson*,1964,1352,169,1064.0,,,571,1329,2847.0,78,,,571,1329
Jim King,1964,234,110,113.0,,,84,198,762.0,60,,,84,198
Don Kojis,1964,488,57,309.0,,,203,484,1148.0,78,,,203,484
Jerry Lucas*,1964,1400,204,1375.0,,,545,1035,3273.0,79,,,545,1035
Eddie Miles,1964,324,58,95.0,,,131,371,811.0,60,,,131,371
Mel Peterson,1964,2,0,1.0,,,1,1,3.0,2,,,1,1
Ken Rohloff,1964,0,1,0.0,,,0,1,7.0,2,,,0,1
Larry Siegfried,1964,101,40,51.0,,,35,110,261.0,31,,,35,110
Roger Strickland,1964,2,0,0.0,,,1,3,4.0,1,,,1,3
Tom Thacker,1964,132,51,115.0,,,53,181,457.0,48,,,53,181
Rod Thorn,1964,1080,281,360.0,,,411,1015,2594.0,75,,,411,1015
Nate Thurmond*,1964,533,86,790.0,,,219,554,1966.0,76,,,219,554
Gerry Ward,1964,43,21,21.0,,,16,53,139.0,24,,,16,53
John Windsor,1964,27,2,26.0,,,10,27,68.0,11,,,10,27
Jim Barnes,1965,1159,93,729.0,,,454,1070,2586.0,75,,,454,1070
Ron Bonham,1965,274,19,78.0,,,91,220,369.0,37,,,91,220
Gary Bradds,1965,137,19,84.0,,,46,111,335.0,41,,,46,111
Em Bryant,1965,377,167,167.0,,,145,436,1332.0,77,,,145,436
Joe Caldwell,1965,709,118,441.0,,,290,776,1543.0,66,,,290,776
Mel Counts,1965,258,19,265.0,,,100,272,572.0,54,,,100,272
Steve Courtin,1965,101,22,22.0,,,42,103,317.0,24,,,42,103
Jerry Grote,1965,14,4,4.0,,,6,11,33.0,11,,,6,11
Happy Hairston,1965,372,27,293.0,,,131,351,736.0,61,,,131,351
Walt Hazzard,1965,280,140,111.0,,,117,306,919.0,66,,,117,306
Les Hunter,1965,42,11,50.0,,,18,64,114.0,24,,,18,64
Luke Jackson,1965,1126,93,980.0,,,419,1013,2590.0,76,,,419,1013
Larry Jones,1965,131,40,57.0,,,47,153,359.0,23,,,47,153
Wali Jones,1965,407,200,140.0,,,154,411,1250.0,77,,,154,411
Howard Komives,1965,974,265,195.0,,,381,1020,2378.0,80,,,381,1020
Bud Koper,1965,247,43,61.0,,,106,241,631.0,54,,,106,241
Barry Kramer,1965,186,41,100.0,,,63,186,507.0,52,,,63,186
McCoy McLemore,1965,645,81,488.0,,,244,725,1731.0,78,,,244,725
Jeff Mullins,1965,215,44,102.0,,,87,209,492.0,44,,,87,209
Cotton Nash,1965,137,19,83.0,,,47,145,357.0,45,,,47,145
Willis Reed*,1965,1560,133,1175.0,,,629,1457,3042.0,80,,,629,1457
Paul Silas,1965,363,48,576.0,,,140,375,1243.0,79,,,140,375
John Thompson*,1965,230,16,230.0,,,84,209,699.0,64,,,84,209
John Tresvant,1965,14,6,18.0,,,4,11,35.0,4,,,4,11
George Wilson,1965,91,11,102.0,,,41,155,288.0,39,,,41,155
Rick Barry*,1966,2059,173,850.0,,,745,1698,2990.0,80,,,745,1698
Jesse Branson,1966,5,1,9.0,,,1,6,14.0,5,,,1,6
Bill Buntin,1966,324,36,252.0,,,118,299,713.0,42,,,118,299
Barry Clemens,1966,376,67,183.0,,,161,391,877.0,70,,,161,391
Billy Cunningham*,1966,1143,207,599.0,,,431,1011,2134.0,80,,,431,1011
Keith Erickson,1966,233,38,162.0,,,95,267,646.0,64,,,95,267
John Fairchild,1966,60,11,45.0,,,23,89,171.0,30,,,23,89
Will Frazier,1966,1,1,5.0,,,0,4,9.0,2,,,0,4
Gail Goodrich*,1966,509,103,130.0,,,203,503,1008.0,65,,,203,503
Fred Hetzel,1966,383,27,290.0,,,160,401,722.0,56,,,160,401
Jon McGlocklin,1966,368,88,133.0,,,153,363,852.0,72,,,153,363
Thales McReynolds,1966,3,1,6.0,,,1,12,28.0,5,,,1,12
Ron Reed,1966,426,92,339.0,,,186,524,997.0,57,,,186,524
Jerry Sloan*,1966,338,110,230.0,,,120,289,952.0,59,,,120,289
Willie Somerset,1966,45,9,15.0,,,18,43,98.0,8,,,18,43
Dave Stallworth,1966,1004,186,492.0,,,373,820,1893.0,80,,,373,820
Joe Strawder,1966,676,78,820.0,,,250,613,2180.0,79,,,250,613
Dick Van,1966,969,184,376.0,,,359,838,2289.0,79,,,359,838
Tom Van,1966,833,205,309.0,,,312,834,2041.0,79,,,312,834
Bob Warlick,1966,24,10,16.0,,,11,38,78.0,10,,,11,38
Jim Washington,1966,384,43,353.0,,,158,393,1104.0,65,,,158,393
Ron Watts,1966,2,1,1.0,,,1,2,3.0,1,,,1,2
Bob Weiss,1966,6,4,7.0,,,3,9,30.0,7,,,3,9
Henry Akin,1967,192,25,120.0,,,83,230,453.0,50,,,83,230
Johnny Austin,1967,23,4,7.0,,,5,22,61.0,4,,,5,22
Jim Barnett,1967,198,41,53.0,,,78,211,383.0,48,,,78,211
Dave Bing*,1967,1601,330,359.0,,,664,1522,2762.0,80,,,664,1522
John Block,1967,64,5,45.0,,,20,52,118.0,22,,,20,52
Nate Bowman,1967,22,2,28.0,,,8,21,65.0,9,,,8,21
Jerry Chambers,1967,516,44,208.0,,,224,496,1015.0,69,,,224,496
Archie Clark,1967,798,205,218.0,,,331,732,1763.0,76,,,331,732
Freddie Crawford,1967,112,12,48.0,,,44,116,192.0,19,,,44,116
Dave Deutsch,1967,21,15,21.0,,,6,36,93.0,19,,,6,36
Joe Ellis,1967,153,27,112.0,,,67,164,333.0,41,,,67,164
Hank Finkel,1967,41,5,64.0,,,17,47,141.0,27,,,17,47
Matt Guokas,1967,207,105,83.0,,,79,203,808.0,69,,,79,203
Bob Hogsett,1967,16,1,3.0,,,5,16,22.0,7,,,5,16
Lou Hudson,1967,1471,95,435.0,,,620,1328,2446.0,80,,,620,1328
Neil Johnson,1967,175,38,167.0,,,59,171,522.0,51,,,59,171
Toby Kimball,1967,97,13,146.0,,,35,97,222.0,38,,,35,97
Tommy Kron,1967,67,46,36.0,,,27,87,221.0,32,,,27,87
Clyde Lee,1967,515,77,551.0,,,205,503,1247.0,74,,,205,503
Bob Love,1967,439,49,257.0,,,173,403,1074.0,66,,,173,403
Jack Marin,1967,711,75,313.0,,,283,632,1323.0,74,,,283,632
Bill Melchionni,1967,315,98,98.0,,,138,353,692.0,73,,,138,353
Wayne Molis,1967,45,2,22.0,,,19,51,75.0,13,,,19,51
Erwin Mueller,1967,1015,131,497.0,,,422,957,2136.0,80,,,422,957
Dorie Murrey,1967,98,12,102.0,,,33,82,311.0,35,,,33,82
Flynn Robinson,1967,668,110,133.0,,,274,599,1140.0,76,,,274,599
Cazzie Russell,1967,867,187,251.0,,,344,789,1696.0,77,,,344,789
Dave Schellhase,1967,94,23,29.0,,,40,111,212.0,31,,,40,111
Dick Snyder,1967,334,59,91.0,,,144,333,676.0,55,,,144,333
Jim Ware,1967,70,6,69.0,,,30,97,201.0,33,,,30,97
Walt Wesley,1967,314,19,329.0,,,131,333,909.0,64,,,131,333
Bud Acton,1968,77,11,47.0,,,29,74,195.0,23,,,29,74
Cliff Anderson,1968,26,17,11.0,,,7,29,94.0,18,,,7,29
Bill Bradley*,1968,360,137,113.0,,,142,341,874.0,45,,,142,341
Tyrone Britt,1968,28,12,15.0,,,13,34,84.0,11,,,13,34
Jim Burns,1968,4,1,2.0,,,2,7,11.0,3,,,2,7
Jim Caldwell,1968,0,1,1.0,,,0,1,7.0,2,,,0,1
George Carter,1968,3,1,0.0,,,1,2,5.0,1,,,1,2
Jim Davis,1968,147,13,123.0,,,61,139,394.0,50,,,61,139
Bill Dinwiddie,1968,344,31,237.0,,,141,358,871.0,67,,,141,358
Sonny Dove,1968,56,11,52.0,,,22,75,162.0,28,,,22,75
Ron Filipek,1968,43,7,25.0,,,18,47,73.0,19,,,18,47
Jim Fox,1968,198,29,230.0,,,66,161,624.0,55,,,66,161
Walt Frazier*,1968,666,305,313.0,,,256,568,1588.0,74,,,256,568
Mal Graham,1968,290,61,94.0,,,117,272,786.0,48,,,117,272
Gary Gray,1968,105,26,23.0,,,49,134,276.0,44,,,49,134
Dennis Hamilton,1968,121,30,72.0,,,54,108,378.0,44,,,54,108
Clem Haskins,1968,679,165,227.0,,,273,650,1477.0,76,,,273,650
Al Jackson,1968,0,1,0.0,,,0,3,17.0,2,,,0,3
Phil Jackson*,1968,463,55,338.0,,,182,455,1093.0,75,,,182,455
Johnny Jones,1968,214,26,114.0,,,86,253,475.0,51,,,86,253
Nick Jones,1968,227,89,67.0,,,86,232,603.0,42,,,86,232
Dave Lattin,1968,97,14,104.0,,,37,102,257.0,44,,,37,102
George Lehmann,1968,153,93,44.0,,,59,172,497.0,55,,,59,172
Bobby Lewis,1968,179,41,56.0,,,59,151,342.0,41,,,59,151
Paul Long,1968,57,12,15.0,,,23,51,93.0,16,,,23,51
Plummer Lott,1968,111,36,93.0,,,46,148,478.0,44,,,46,148
Ed Manning,1968,284,32,375.0,,,112,259,951.0,71,,,112,259
Stan McKenzie,1968,204,24,121.0,,,73,182,653.0,50,,,73,182
Jay Miller,1968,20,1,7.0,,,8,31,52.0,8,,,8,31
Earl Monroe*,1968,1991,349,465.0,,,742,1637,3012.0,82,,,742,1637
George Patterson,1968,120,51,159.0,,,44,133,559.0,59,,,44,133
Jim Reid,1968,21,3,11.0,,,10,20,52.0,6,,,10,20
Pat Riley*,1968,628,138,177.0,,,250,660,1263.0,80,,,250,660
Bob Rule,1968,1484,99,776.0,,,568,1162,2424.0,82,,,568,1162
Craig Spitzer,1968,18,0,24.0,,,8,21,44.0,10,,,8,21
Al Tucker,1968,1060,111,605.0,,,437,989,2368.0,81,,,437,989
Bill Turner,1968,172,16,155.0,,,68,157,482.0,42,,,68,157
Jimmy Walker,1968,712,226,135.0,,,289,733,1585.0,81,,,289,733
Rick Weitzman,1968,33,8,10.0,,,12,46,75.0,25,,,12,46
Roland West,1968,4,0,5.0,,,2,5,14.0,4,,,2,5
John Wetzel,1968,139,51,84.0,,,52,119,434.0,38,,,52,119
Ken Wilburn,1968,11,2,10.0,,,5,9,26.0,3,,,5,9
Art Williams,1968,643,391,286.0,,,265,718,1739.0,79,,,265,718
Tom Workman,1968,56,3,25.0,,,19,40,95.0,20,,,19,40
Zaid Abdul-Aziz,1969,358,37,409.0,,,144,390,945.0,49,,,144,390
Rick Adelman,1969,485,238,216.0,,,177,449,1448.0,77,,,177,449
Bob Allen,1969,48,10,56.0,,,14,43,232.0,27,,,14,43
Harry Barnes,1969,43,5,26.0,,,18,64,126.0,22,,,18,64
Ed Biedenbach,1969,4,3,2.0,,,0,6,18.0,7,,,0,6
Tom Boerwinkle,1969,781,178,889.0,,,318,831,2365.0,80,,,318,831
Jay Carty,1969,76,11,58.0,,,34,89,192.0,28,,,34,89
Don Chaney,1969,80,19,46.0,,,36,113,209.0,20,,,36,113
Dick Cunningham,1969,351,58,438.0,,,141,332,1236.0,77,,,141,332
Fred Foster,1969,191,36,61.0,,,74,193,497.0,56,,,74,193
Pat Frink,1969,123,55,41.0,,,50,147,363.0,48,,,50,147
Gary Gregor,1969,885,96,711.0,,,400,963,2182.0,80,,,400,963
Al Hairston,1969,84,38,36.0,,,38,114,274.0,39,,,38,114
Shaler Halimon,1969,186,18,86.0,,,88,196,350.0,50,,,88,196
Skip Harlicka,1969,106,37,16.0,,,41,90,218.0,26,,,41,90
Art Harris,1969,993,258,301.0,,,416,1054,2556.0,80,,,416,1054
Elvin Hayes*,1969,2327,113,1406.0,,,930,2082,3695.0,82,,,930,2082
Bill Hewitt,1969,539,76,332.0,,,239,528,1455.0,75,,,239,528
Bill Hosket,1969,130,19,94.0,,,53,123,351.0,50,,,53,123
Rich Johnson,1969,69,7,52.0,,,29,76,163.0,31,,,29,76
Bob Kauffman,1969,641,83,484.0,,,219,496,1660.0,82,,,219,496
Joe Kennedy,1969,446,60,241.0,,,174,441,1241.0,72,,,174,441
Rod Knowles,1969,9,0,9.0,,,4,14,40.0,8,,,4,14
Stu Lantz,1969,569,99,236.0,,,220,482,1378.0,73,,,220,482
Don May,1969,204,35,114.0,,,81,223,560.0,48,,,81,223
Otto Moore,1969,570,68,524.0,,,241,544,1605.0,74,,,241,544
Dave Newmark,1969,456,58,347.0,,,185,475,1159.0,81,,,185,475
Rich Niemann,1969,107,16,100.0,,,44,106,272.0,34,,,44,106
Barry Orms,1969,181,49,158.0,,,76,246,916.0,64,,,76,246
Charlie Paulk,1969,51,3,78.0,,,19,84,217.0,17,,,19,84
Loy Petersen,1969,107,25,41.0,,,44,109,299.0,38,,,44,109
Bob Quick,1969,87,12,25.0,,,30,73,154.0,28,,,30,73
Craig Raymond,1969,55,8,68.0,,,22,64,177.0,27,,,22,64
Mike Riordan,1969,126,46,57.0,,,49,144,397.0,54,,,49,144
